Date,Neutral,Anti,Pro
11/25/2008,0,0,0
11/26/2008,0,0,0
11/27/2008,0,0,0
11/28/2008,0,0,0
11/29/2008,0,0,0
11/30/2008,0,0,0
12/01/2008,0,0,0
12/02/2008,0,0,0
12/03/2008,0,0,0
12/04/2008,0,0,0
12/05/2008,0,0,0
12/06/2008,0,0,0
12/07/2008,0,0,0
12/08/2008,0,0,0
12/09/2008,0,0,0
12/10/2008,0,0,0
12/11/2008,0,0,0
12/12/2008,0,0,0
12/13/2008,0,0,0
12/14/2008,0,0,0
12/15/2008,0,0,0
12/16/2008,0,0,0
12/17/2008,0,0,0
12/18/2008,0,0,0
12/19/2008,0,0,0
12/20/2008,0,0,0
12/21/2008,0,0,0
12/22/2008,0,0,0
12/23/2008,0,0,0
12/24/2008,0,0,0
12/25/2008,0,0,0
12/26/2008,0,0,0
12/27/2008,0,0,0
12/28/2008,0,0,0
12/29/2008,0,0,0
12/30/2008,0,0,0
12/31/2008,0,0,0
1/01/2009,0,0,0
1/02/2009,0,0,0
1/03/2009,0,0,0
1/04/2009,0,0,0
1/05/2009,0,0,0
1/06/2009,0,0,0
1/07/2009,0,0,0
1/08/2009,0,0,0
1/09/2009,0,0,0
1/10/2009,0,0,0
1/11/2009,0,0,0
1/12/2009,0,0,0
1/13/2009,0,0,0
1/14/2009,0,0,0
1/15/2009,0,0,0
1/16/2009,0,0,0
1/17/2009,0,0,0
1/18/2009,0,0,0
1/19/2009,0,0,0
1/20/2009,0,0,0
1/21/2009,0,0,0
1/22/2009,0,0,0
1/23/2009,0,0,0
1/24/2009,0,0,0
1/25/2009,0,0,0
1/26/2009,0,0,0
1/27/2009,0,0,0
1/28/2009,0,0,0
1/29/2009,0,0,0
1/30/2009,0,0,0
1/31/2009,0,0,0
2/01/2009,0,0,0
2/02/2009,0,0,0
2/03/2009,0,0,0
2/04/2009,0,0,0
2/05/2009,0,0,0
2/06/2009,0,0,0
2/07/2009,0,0,0
2/08/2009,0,0,0
2/09/2009,0,0,0
2/10/2009,0,0,0
2/11/2009,0,0,0
2/12/2009,0,0,0
2/13/2009,0,0,0
2/14/2009,0,0,0
2/15/2009,0,0,0
2/16/2009,0,0,0
2/17/2009,0,0,0
2/18/2009,0,0,0
2/19/2009,0,0,0
2/20/2009,0,0,0
2/21/2009,0,0,0
2/22/2009,0,0,0
2/23/2009,0,0,0
2/24/2009,0,0,0
2/25/2009,0,0,0
2/26/2009,0,0,0
2/27/2009,0,0,0
2/28/2009,0,0,0
3/01/2009,0,0,0
3/02/2009,0,0,0
3/03/2009,0,0,0
3/04/2009,0,0,0
3/05/2009,0,0,0
3/06/2009,0,0,0
3/07/2009,0,0,0
3/08/2009,0,0,0
3/09/2009,0,0,0
3/10/2009,0,0,0
3/11/2009,0,0,0
3/12/2009,0,0,0
3/13/2009,0,0,0
3/14/2009,0,0,0
3/15/2009,0,0,0
3/16/2009,0,0,0
3/17/2009,0,0,0
3/18/2009,0,0,0
3/19/2009,0,0,0
3/20/2009,0,0,0
3/21/2009,0,0,0
3/22/2009,0,0,0
3/23/2009,0,0,0
3/24/2009,0,0,0
3/25/2009,0,0,0
3/26/2009,0,0,0
3/27/2009,0,0,0
3/28/2009,0,0,0
3/29/2009,0,0,0
3/30/2009,0,0,0
3/31/2009,0,0,0
4/01/2009,0,0,0
4/02/2009,0,0,0
4/03/2009,0,0,0
4/04/2009,0,0,0
4/05/2009,0,0,0
4/06/2009,0,0,0
4/07/2009,0,0,0
4/08/2009,0,0,0
4/09/2009,0,0,0
4/10/2009,0,0,0
4/11/2009,0,0,0
4/12/2009,0,0,0
4/13/2009,0,0,0
4/14/2009,0,0,0
4/15/2009,0,0,0
4/16/2009,0,0,0
4/17/2009,0,0,0
4/18/2009,0,0,0
4/19/2009,0,0,0
4/20/2009,0,0,0
4/21/2009,0,0,0
4/22/2009,0,0,0
4/23/2009,0,0,0
4/24/2009,0,0,0
4/25/2009,0,0,0
4/26/2009,0,0,0
4/27/2009,0,0,0
4/28/2009,0,0,0
4/29/2009,0,0,0
4/30/2009,0,0,0
5/01/2009,0,0,0
5/02/2009,0,0,0
5/03/2009,0,0,0
5/04/2009,0,0,0
5/05/2009,0,0,0
5/06/2009,0,0,0
5/07/2009,0,0,0
5/08/2009,0,0,0
5/09/2009,0,0,0
5/10/2009,0,0,0
5/11/2009,0,0,0
5/12/2009,0,0,0
5/13/2009,0,0,0
5/14/2009,0,0,0
5/15/2009,0,0,0
5/16/2009,0,0,0
5/17/2009,0,0,0
5/18/2009,0,0,0
5/19/2009,0,0,0
5/20/2009,0,0,0
5/21/2009,0,0,0
5/22/2009,0,0,0
5/23/2009,0,0,0
5/24/2009,0,0,0
5/25/2009,0,0,0
5/26/2009,0,0,0
5/27/2009,0,0,0
5/28/2009,0,0,0
5/29/2009,0,0,0
5/30/2009,0,0,0
5/31/2009,0,0,0
6/01/2009,0,0,0
6/02/2009,0,0,0
6/03/2009,0,0,0
6/04/2009,0,0,0
6/05/2009,0,0,0
6/06/2009,0,0,0
6/07/2009,0,0,0
6/08/2009,0,0,0
6/09/2009,0,0,0
6/10/2009,0,0,0
6/11/2009,0,0,0
6/12/2009,0,0,0
6/13/2009,0,0,0
6/14/2009,0,0,0
6/15/2009,0,0,0
6/16/2009,0,0,0
6/17/2009,0,0,0
6/18/2009,0,0,0
6/19/2009,0,0,0
6/20/2009,0,0,0
6/21/2009,0,0,0
6/22/2009,0,0,0
6/23/2009,0,0,0
6/24/2009,0,0,0
6/25/2009,0,0,0
6/26/2009,0,0,0
6/27/2009,0,0,0
6/28/2009,0,0,0
6/29/2009,0,0,0
6/30/2009,0,0,0
7/01/2009,0,0,0
7/02/2009,0,0,0
7/03/2009,0,0,0
7/04/2009,0,0,0
7/05/2009,0,0,0
7/06/2009,0,0,0
7/07/2009,0,0,0
7/08/2009,0,0,0
7/09/2009,0,0,0
7/10/2009,0,0,0
7/11/2009,0,0,0
7/12/2009,0,0,0
7/13/2009,0,0,2
7/14/2009,0,0,0
7/15/2009,0,0,0
7/16/2009,0,0,0
7/17/2009,0,0,2
7/18/2009,0,0,0
7/19/2009,0,0,0
7/20/2009,0,0,5
7/21/2009,0,0,0
7/22/2009,0,0,0
7/23/2009,0,0,3
7/24/2009,0,0,0
7/25/2009,0,1,0
7/26/2009,0,0,0
7/27/2009,0,1,0
7/28/2009,0,1,0
7/29/2009,0,0,1
7/30/2009,0,0,0
7/31/2009,0,0,0
8/01/2009,0,0,0
8/02/2009,0,0,0
8/03/2009,0,0,1
8/04/2009,0,0,0
8/05/2009,0,2,0
8/06/2009,0,0,0
8/07/2009,0,0,0
8/08/2009,0,0,0
8/09/2009,0,0,0
8/10/2009,0,0,0
8/11/2009,0,0,1
8/12/2009,0,0,0
8/13/2009,0,0,0
8/14/2009,0,0,0
8/15/2009,0,0,0
8/16/2009,0,0,1
8/17/2009,0,3,4
8/18/2009,0,3,1
8/19/2009,0,0,3
8/20/2009,0,0,0
8/21/2009,0,0,0
8/22/2009,0,0,1
8/23/2009,0,0,0
8/24/2009,0,0,0
8/25/2009,0,0,0
8/26/2009,0,0,1
8/27/2009,0,0,0
8/28/2009,0,0,2
8/29/2009,0,0,1
8/30/2009,0,0,0
8/31/2009,0,0,0
9/01/2009,1,0,0
9/02/2009,0,1,0
9/03/2009,0,0,0
9/04/2009,0,0,1
9/05/2009,0,0,0
9/06/2009,0,0,2
9/07/2009,0,3,0
9/08/2009,0,1,0
9/09/2009,0,1,0
9/10/2009,0,0,3
9/11/2009,0,2,0
9/12/2009,0,0,0
9/13/2009,0,0,3
9/14/2009,0,1,1
9/15/2009,0,0,0
9/16/2009,0,0,0
9/17/2009,0,0,0
9/18/2009,0,1,0
9/19/2009,0,0,0
9/20/2009,0,0,0
9/21/2009,0,3,0
9/22/2009,1,3,0
9/23/2009,0,0,0
9/24/2009,0,4,0
9/25/2009,0,2,0
9/26/2009,0,0,3
9/27/2009,0,0,0
9/28/2009,0,0,2
9/29/2009,0,1,0
9/30/2009,0,0,0
10/01/2009,0,3,1
10/02/2009,0,2,0
10/03/2009,0,1,0
10/04/2009,1,0,0
10/05/2009,0,1,0
10/06/2009,0,0,3
10/07/2009,0,2,0
10/08/2009,0,0,2
10/09/2009,0,0,1
10/10/2009,0,0,2
10/11/2009,0,1,0
10/12/2009,0,0,1
10/13/2009,1,0,0
10/14/2009,0,0,1
10/15/2009,0,0,2
10/16/2009,0,2,1
10/17/2009,0,0,1
10/18/2009,0,1,0
10/19/2009,0,0,1
10/20/2009,0,2,0
10/21/2009,0,1,0
10/22/2009,0,0,2
10/23/2009,0,0,0
10/24/2009,0,0,0
10/25/2009,0,0,1
10/26/2009,0,0,0
10/27/2009,0,1,0
10/28/2009,1,0,0
10/29/2009,0,0,1
10/30/2009,0,0,1
10/31/2009,0,0,1
11/01/2009,0,0,0
11/02/2009,0,0,3
11/03/2009,0,0,0
11/04/2009,0,0,0
11/05/2009,0,0,2
11/06/2009,0,1,1
11/07/2009,0,0,2
11/08/2009,0,0,2
11/09/2009,0,0,0
11/10/2009,0,2,1
11/11/2009,0,0,0
11/12/2009,0,0,4
11/13/2009,0,0,2
11/14/2009,0,0,2
11/15/2009,0,0,4
11/16/2009,0,1,0
11/17/2009,0,0,0
11/18/2009,0,0,3
11/19/2009,0,0,1
11/20/2009,0,0,0
11/21/2009,0,0,1
11/22/2009,0,0,0
11/23/2009,5,0,0
11/24/2009,0,0,0
11/25/2009,0,1,0
11/26/2009,0,0,2
11/27/2009,0,0,2
11/28/2009,0,0,0
11/29/2009,0,0,0
11/30/2009,0,0,2
12/01/2009,0,0,0
12/02/2009,0,9,0
12/03/2009,0,0,0
12/04/2009,0,0,1
12/05/2009,0,0,0
12/06/2009,0,0,0
12/07/2009,0,1,0
12/08/2009,0,1,2
12/09/2009,0,0,1
12/10/2009,0,0,0
12/11/2009,0,1,2
12/12/2009,0,0,0
12/13/2009,0,0,1
12/14/2009,0,0,0
12/15/2009,0,0,1
12/16/2009,0,0,6
12/17/2009,0,0,0
12/18/2009,0,0,1
12/19/2009,0,0,3
12/20/2009,0,4,0
12/21/2009,0,0,0
12/22/2009,0,4,1
12/23/2009,0,0,0
12/24/2009,0,0,1
12/25/2009,0,0,0
12/26/2009,0,0,0
12/27/2009,1,0,0
12/28/2009,0,0,0
12/29/2009,1,0,0
12/30/2009,0,0,1
12/31/2009,0,0,1
1/01/2010,0,0,0
1/02/2010,0,0,1
1/03/2010,0,0,0
1/04/2010,0,0,0
1/05/2010,0,0,3
1/06/2010,0,0,1
1/07/2010,0,0,2
1/08/2010,0,0,0
1/09/2010,0,0,0
1/10/2010,0,0,2
1/11/2010,0,0,0
1/12/2010,0,0,3
1/13/2010,0,0,0
1/14/2010,0,0,3
1/15/2010,0,0,0
1/16/2010,0,0,0
1/17/2010,0,0,3
1/18/2010,0,3,0
1/19/2010,0,0,3
1/20/2010,0,0,3
1/21/2010,0,1,0
1/22/2010,0,0,0
1/23/2010,0,0,0
1/24/2010,0,0,0
1/25/2010,0,0,0
1/26/2010,0,1,0
1/27/2010,0,1,1
1/28/2010,0,0,5
1/29/2010,0,2,2
1/30/2010,0,2,3
1/31/2010,0,0,0
2/01/2010,0,0,0
2/02/2010,0,0,2
2/03/2010,0,0,3
2/04/2010,0,0,0
2/05/2010,0,1,0
2/06/2010,0,0,0
2/07/2010,0,0,0
2/08/2010,0,2,0
2/09/2010,0,0,0
2/10/2010,0,0,1
2/11/2010,2,0,4
2/12/2010,2,1,1
2/13/2010,0,1,1
2/14/2010,0,0,3
2/15/2010,0,1,0
2/16/2010,0,0,1
2/17/2010,0,0,0
2/18/2010,0,0,3
2/19/2010,0,3,0
2/20/2010,0,1,0
2/21/2010,0,0,2
2/22/2010,0,0,3
2/23/2010,0,0,5
2/24/2010,0,2,0
2/25/2010,0,0,0
2/26/2010,0,0,1
2/27/2010,0,1,0
2/28/2010,0,1,0
3/01/2010,0,0,0
3/02/2010,1,0,1
3/03/2010,0,1,0
3/04/2010,0,1,0
3/05/2010,0,1,0
3/06/2010,0,0,1
3/07/2010,0,0,1
3/08/2010,0,3,0
3/09/2010,0,0,0
3/10/2010,0,0,0
3/11/2010,0,0,3
3/12/2010,0,1,0
3/13/2010,0,0,0
3/14/2010,0,0,0
3/15/2010,0,0,2
3/16/2010,0,0,0
3/17/2010,0,1,0
3/18/2010,0,0,0
3/19/2010,0,2,0
3/20/2010,0,0,0
3/21/2010,0,0,3
3/22/2010,0,1,0
3/23/2010,0,0,1
3/24/2010,0,0,1
3/25/2010,0,3,0
3/26/2010,0,2,0
3/27/2010,0,0,1
3/28/2010,0,0,0
3/29/2010,0,1,0
3/30/2010,0,4,0
3/31/2010,0,0,1
4/01/2010,0,0,0
4/02/2010,0,1,0
4/03/2010,0,0,1
4/04/2010,0,0,3
4/05/2010,0,0,3
4/06/2010,0,0,1
4/07/2010,0,0,3
4/08/2010,0,0,8
4/09/2010,0,1,0
4/10/2010,0,1,1
4/11/2010,0,0,3
4/12/2010,0,1,0
4/13/2010,0,1,0
4/14/2010,0,0,5
4/15/2010,0,1,6
4/16/2010,0,0,2
4/17/2010,0,2,0
4/18/2010,0,0,4
4/19/2010,0,0,6
4/20/2010,0,5,0
4/21/2010,0,0,7
4/22/2010,1,2,3
4/23/2010,0,0,4
4/24/2010,0,0,0
4/25/2010,0,0,2
4/26/2010,0,0,0
4/27/2010,2,0,16
4/28/2010,0,0,2
4/29/2010,0,2,0
4/30/2010,0,1,2
5/01/2010,1,0,5
5/02/2010,1,0,0
5/03/2010,0,2,1
5/04/2010,0,0,1
5/05/2010,0,0,4
5/06/2010,0,1,2
5/07/2010,0,0,4
5/08/2010,0,0,4
5/09/2010,0,2,0
5/10/2010,0,0,3
5/11/2010,0,0,0
5/12/2010,0,1,3
5/13/2010,0,0,1
5/14/2010,0,0,0
5/15/2010,0,1,0
5/16/2010,0,0,0
5/17/2010,0,1,2
5/18/2010,0,0,1
5/19/2010,1,0,0
5/20/2010,0,0,0
5/21/2010,0,1,0
5/22/2010,0,0,1
5/23/2010,0,0,3
5/24/2010,0,0,7
5/25/2010,0,0,4
5/26/2010,1,0,0
5/27/2010,0,0,0
5/28/2010,0,1,0
5/29/2010,0,0,1
5/30/2010,0,0,0
5/31/2010,0,0,1
6/01/2010,0,0,1
6/02/2010,0,0,5
6/03/2010,0,3,0
6/04/2010,0,1,0
6/05/2010,0,3,0
6/06/2010,0,0,3
6/07/2010,0,0,0
6/08/2010,0,0,0
6/09/2010,0,1,2
6/10/2010,0,1,3
6/11/2010,0,1,3
6/12/2010,0,0,0
6/13/2010,0,1,0
6/14/2010,0,1,2
6/15/2010,0,2,0
6/16/2010,0,1,0
6/17/2010,0,5,0
6/18/2010,0,0,5
6/19/2010,0,0,1
6/20/2010,0,0,0
6/21/2010,0,0,0
6/22/2010,0,0,0
6/23/2010,0,0,3
6/24/2010,0,1,0
6/25/2010,0,0,1
6/26/2010,0,1,0
6/27/2010,0,0,0
6/28/2010,0,0,2
6/29/2010,0,0,2
6/30/2010,0,0,2
7/01/2010,0,0,25
7/02/2010,0,0,28
7/03/2010,0,0,26
7/04/2010,0,0,10
7/05/2010,0,0,8
7/06/2010,0,0,12
7/07/2010,0,0,16
7/08/2010,0,1,9
7/09/2010,0,0,17
7/10/2010,0,1,8
7/11/2010,0,0,22
7/12/2010,0,0,14
7/13/2010,0,1,8
7/14/2010,0,1,4
7/15/2010,0,4,9
7/16/2010,0,0,16
7/17/2010,0,0,13
7/18/2010,0,0,9
7/19/2010,0,0,15
7/20/2010,0,0,9
7/21/2010,0,0,11
7/22/2010,0,0,13
7/23/2010,0,4,24
7/24/2010,0,0,10
7/25/2010,0,0,28
7/26/2010,0,4,19
7/27/2010,0,1,20
7/28/2010,0,0,10
7/29/2010,0,0,17
7/30/2010,0,0,22
7/31/2010,0,0,9
8/01/2010,0,0,12
8/02/2010,1,6,14
8/03/2010,0,0,21
8/04/2010,0,0,16
8/05/2010,0,0,7
8/06/2010,0,0,14
8/07/2010,0,9,13
8/08/2010,0,0,11
8/09/2010,0,0,21
8/10/2010,0,0,14
8/11/2010,0,0,4
8/12/2010,0,2,18
8/13/2010,0,0,22
8/14/2010,0,0,19
8/15/2010,0,0,9
8/16/2010,0,0,13
8/17/2010,0,0,10
8/18/2010,0,2,9
8/19/2010,0,0,22
8/20/2010,0,0,14
8/21/2010,0,0,22
8/22/2010,1,0,10
8/23/2010,0,0,16
8/24/2010,0,0,15
8/25/2010,0,0,11
8/26/2010,0,0,11
8/27/2010,0,0,13
8/28/2010,0,0,14
8/29/2010,0,0,17
8/30/2010,0,0,27
8/31/2010,0,0,21
9/01/2010,0,3,16
9/02/2010,0,0,10
9/03/2010,0,0,19
9/04/2010,0,0,11
9/05/2010,0,0,11
9/06/2010,0,0,24
9/07/2010,0,0,17
9/08/2010,0,0,24
9/09/2010,0,2,14
9/10/2010,0,0,11
9/11/2010,0,0,9
9/12/2010,0,0,13
9/13/2010,0,0,9
9/14/2010,0,2,10
9/15/2010,0,0,30
9/16/2010,0,0,20
9/17/2010,0,0,19
9/18/2010,0,0,17
9/19/2010,0,1,11
9/20/2010,0,5,13
9/21/2010,3,13,17
9/22/2010,0,7,11
9/23/2010,0,0,17
9/24/2010,0,0,15
9/25/2010,0,0,17
9/26/2010,0,2,13
9/27/2010,0,0,17
9/28/2010,0,0,9
9/29/2010,1,0,23
9/30/2010,0,2,5
10/01/2010,0,0,12
10/02/2010,0,1,20
10/03/2010,0,0,22
10/04/2010,0,0,15
10/05/2010,0,0,8
10/06/2010,0,0,20
10/07/2010,0,0,15
10/08/2010,0,0,14
10/09/2010,0,0,11
10/10/2010,0,0,7
10/11/2010,0,0,7
10/12/2010,0,0,20
10/13/2010,0,0,8
10/14/2010,0,0,16
10/15/2010,0,0,5
10/16/2010,0,0,18
10/17/2010,0,0,19
10/18/2010,0,0,26
10/19/2010,0,0,34
10/20/2010,0,0,21
10/21/2010,0,0,15
10/22/2010,0,0,14
10/23/2010,0,0,19
10/24/2010,0,2,17
10/25/2010,0,0,18
10/26/2010,0,0,14
10/27/2010,0,0,26
10/28/2010,0,0,41
10/29/2010,0,0,12
10/30/2010,0,1,16
10/31/2010,0,0,19
11/01/2010,0,0,19
11/02/2010,0,0,36
11/03/2010,0,0,51
11/04/2010,0,0,25
11/05/2010,0,0,27
11/06/2010,0,0,17
11/07/2010,0,0,16
11/08/2010,0,0,26
11/09/2010,0,0,21
11/10/2010,22,5,14
11/11/2010,0,8,114
11/12/2010,0,0,20
11/13/2010,0,0,16
11/14/2010,0,0,24
11/15/2010,0,0,21
11/16/2010,0,0,17
11/17/2010,0,0,17
11/18/2010,0,0,21
11/19/2010,0,0,27
11/20/2010,0,0,17
11/21/2010,0,0,11
11/22/2010,0,2,4
11/23/2010,1,0,17
11/24/2010,0,0,15
11/25/2010,0,0,19
11/26/2010,0,2,15
11/27/2010,0,0,17
11/28/2010,0,0,7
11/29/2010,0,0,5
11/30/2010,0,1,20
12/01/2010,0,24,36
12/02/2010,0,2,23
12/03/2010,0,0,17
12/04/2010,0,0,9
12/05/2010,0,2,10
12/06/2010,0,0,11
12/07/2010,0,0,17
12/08/2010,1,0,23
12/09/2010,0,0,17
12/10/2010,0,0,45
12/11/2010,0,0,78
12/12/2010,0,0,39
12/13/2010,0,0,26
12/14/2010,0,0,43
12/15/2010,0,0,25
12/16/2010,0,0,13
12/17/2010,0,0,13
12/18/2010,0,0,7
12/19/2010,0,0,6
12/20/2010,0,0,13
12/21/2010,0,0,16
12/22/2010,0,0,5
12/23/2010,0,0,14
12/24/2010,0,0,12
12/25/2010,0,0,7
12/26/2010,0,0,9
12/27/2010,0,1,6
12/28/2010,0,0,13
12/29/2010,0,0,25
12/30/2010,0,0,10
12/31/2010,0,0,9
1/01/2011,0,0,12
1/02/2011,0,0,8
1/03/2011,0,0,25
1/04/2011,0,0,15
1/05/2011,0,0,17
1/06/2011,0,0,18
1/07/2011,0,0,19
1/08/2011,0,0,21
1/09/2011,0,0,16
1/10/2011,0,2,20
1/11/2011,0,0,25
1/12/2011,0,0,14
1/13/2011,0,0,24
1/14/2011,0,0,15
1/15/2011,0,0,17
1/16/2011,0,0,24
1/17/2011,0,0,9
1/18/2011,0,0,17
1/19/2011,0,0,24
1/20/2011,0,0,15
1/21/2011,0,0,18
1/22/2011,0,0,15
1/23/2011,0,0,17
1/24/2011,0,1,20
1/25/2011,0,0,15
1/26/2011,0,0,59
1/27/2011,0,0,23
1/28/2011,0,0,12
1/29/2011,0,0,20
1/30/2011,0,0,12
1/31/2011,0,0,12
2/01/2011,0,0,16
2/02/2011,0,0,17
2/03/2011,0,0,14
2/04/2011,0,0,17
2/05/2011,0,0,12
2/06/2011,0,0,26
2/07/2011,1,0,19
2/08/2011,0,0,26
2/09/2011,0,0,26
2/10/2011,0,0,19
2/11/2011,0,0,15
2/12/2011,0,0,13
2/13/2011,0,0,10
2/14/2011,0,4,16
2/15/2011,0,0,12
2/16/2011,0,4,16
2/17/2011,0,0,39
2/18/2011,0,0,16
2/19/2011,0,0,15
2/20/2011,0,0,16
2/21/2011,0,0,23
2/22/2011,0,0,18
2/23/2011,0,2,33
2/24/2011,0,0,16
2/25/2011,0,2,18
2/26/2011,0,0,12
2/27/2011,0,0,18
2/28/2011,0,0,25
3/01/2011,0,0,20
3/02/2011,0,0,18
3/03/2011,0,0,25
3/04/2011,0,0,25
3/05/2011,0,0,20
3/06/2011,0,0,8
3/07/2011,0,0,11
3/08/2011,0,0,18
3/09/2011,0,0,20
3/10/2011,3,4,21
3/11/2011,4,0,37
3/12/2011,0,0,15
3/13/2011,0,0,15
3/14/2011,0,0,49
3/15/2011,0,0,20
3/16/2011,0,0,24
3/17/2011,0,0,12
3/18/2011,0,0,14
3/19/2011,0,0,19
3/20/2011,0,0,19
3/21/2011,0,0,11
3/22/2011,0,7,21
3/23/2011,0,0,22
3/24/2011,0,1,26
3/25/2011,0,0,18
3/26/2011,0,0,12
3/27/2011,0,1,18
3/28/2011,0,7,25
3/29/2011,0,0,25
3/30/2011,0,0,60
3/31/2011,0,0,31
4/01/2011,0,0,22
4/02/2011,0,0,10
4/03/2011,0,4,22
4/04/2011,0,0,28
4/05/2011,0,0,14
4/06/2011,0,0,25
4/07/2011,0,0,14
4/08/2011,0,0,19
4/09/2011,0,0,17
4/10/2011,0,0,21
4/11/2011,0,0,23
4/12/2011,0,0,15
4/13/2011,0,0,26
4/14/2011,0,0,26
4/15/2011,0,0,15
4/16/2011,0,0,20
4/17/2011,0,0,22
4/18/2011,0,0,107
4/19/2011,0,0,142
4/20/2011,1,0,69
4/21/2011,0,0,20
4/22/2011,0,0,21
4/23/2011,0,0,21
4/24/2011,0,0,21
4/25/2011,0,0,15
4/26/2011,0,0,10
4/27/2011,0,0,21
4/28/2011,0,0,14
4/29/2011,0,0,12
4/30/2011,0,0,31
5/01/2011,0,0,14
5/02/2011,0,0,29
